date,day_of_week,temperature,weather,season,event,is_weekend,holiday,menu_item,historical_sales,price,promotion,actual_sales
2024-02-29,Thursday,28.1,Cloudy,Summer,Local_Event,0,0,Puri,76,70,0,76
2024-02-29,Thursday,28.1,Cloudy,Summer,Local_Event,0,0,Tea,182,20,0,182
2024-02-29,Thursday,28.1,Cloudy,Summer,Local_Event,0,0,Coffee,136,40,0,136
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Biryani,111,220,0,111
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Fried_Rice,71,180,0,71
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Noodles,68,160,0,68
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Paneer_Curry,45,200,0,45
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Chicken_Curry,87,240,0,87
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Soup,32,120,0,32
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Parotta,54,100,0,54
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Idli,88,60,0,88
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Dosa,90,80,0,90
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Samosa,106,30,0,106
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Cooldrinks,89,50,0,89
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,IceCream,75,90,0,75
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Puri,86,70,0,86
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Tea,178,20,0,178
2024-03-01,Friday,29.9,Cloudy,Monsoon,None,0,0,Coffee,140,40,0,140
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Biryani,176,220,1,176
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Fried_Rice,135,180,1,135
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Noodles,112,160,1,112
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Paneer_Curry,78,200,1,78
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Chicken_Curry,133,240,1,133
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Soup,72,120,1,72
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Parotta,97,100,1,97
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Idli,186,60,1,186
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Dosa,178,80,1,178
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Samosa,152,30,1,152
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Cooldrinks,176,50,1,176
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,IceCream,152,90,1,152
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Puri,159,70,1,159
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Tea,297,20,1,297
2024-03-02,Saturday,23.3,Cloudy,Summer,Festival,1,1,Coffee,335,40,1,335
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Biryani,146,220,0,146
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Fried_Rice,117,180,0,117
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Noodles,91,160,0,91
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Paneer_Curry,56,200,0,56
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Chicken_Curry,131,240,0,131
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Soup,51,120,0,51
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Parotta,65,100,0,65
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Idli,161,60,0,161
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Dosa,165,80,0,165
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Samosa,155,30,0,155
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Cooldrinks,150,50,0,150
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,IceCream,122,90,0,122
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Puri,133,70,0,133
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Tea,245,20,0,245
2024-03-03,Sunday,30.2,Sunny,Summer,None,1,0,Coffee,238,40,0,238
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Biryani,118,220,0,118
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Fried_Rice,90,180,0,90
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Noodles,66,160,0,66
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Paneer_Curry,62,200,0,62
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Chicken_Curry,98,240,0,98
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Soup,42,120,0,42
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Parotta,57,100,0,57
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Idli,112,60,0,112
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Dosa,117,80,0,117
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Samosa,115,30,0,115
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Cooldrinks,128,50,0,128
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,IceCream,82,90,0,82
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Puri,99,70,0,99
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Tea,203,20,0,203
2024-03-04,Monday,30.4,Sunny,Winter,None,0,0,Coffee,186,40,0,186
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Biryani,121,220,1,121
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Fried_Rice,103,180,1,103
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Noodles,76,160,1,76
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Paneer_Curry,64,200,1,64
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Chicken_Curry,101,240,1,101
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Soup,48,120,1,48
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Parotta,61,100,1,61
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Idli,135,60,1,135
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Dosa,121,80,1,121
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Samosa,123,30,1,123
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Cooldrinks,131,50,1,131
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,IceCream,93,90,1,93
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Puri,92,70,1,92
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Tea,236,20,1,236
2024-03-05,Tuesday,27.7,Cloudy,Winter,None,0,0,Coffee,185,40,1,185
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Biryani,116,220,0,116
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Fried_Rice,85,180,0,85
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Noodles,72,160,0,72
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Paneer_Curry,59,200,0,59
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Chicken_Curry,89,240,0,89
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Soup,40,120,0,40
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Parotta,47,100,0,47
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Idli,107,60,0,107
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Dosa,95,80,0,95
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Samosa,108,30,0,108
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Cooldrinks,116,50,0,116
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,IceCream,70,90,0,70
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Puri,84,70,0,84
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Tea,178,20,0,178
2024-03-06,Wednesday,28.9,Sunny,Winter,None,0,0,Coffee,148,40,0,148
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Biryani,97,220,0,97
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Fried_Rice,71,180,0,71
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Noodles,74,160,0,74
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Paneer_Curry,62,200,0,62
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Chicken_Curry,77,240,0,77
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Soup,39,120,0,39
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Parotta,52,100,0,52
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Idli,97,60,0,97
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Dosa,88,80,0,88
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Samosa,97,30,0,97
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Cooldrinks,93,50,0,93
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,IceCream,66,90,0,66
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Puri,72,70,0,72
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Tea,169,20,0,169
2024-03-07,Thursday,32.2,Sunny,Winter,None,0,0,Coffee,133,40,0,133
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Biryani,88,220,0,88
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Fried_Rice,63,180,0,63
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Noodles,66,160,0,66
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Paneer_Curry,55,200,0,55
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Chicken_Curry,73,240,0,73
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Soup,41,120,0,41
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Parotta,60,100,0,60
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Idli,90,60,0,90
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Dosa,88,80,0,88
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Samosa,127,30,0,127
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Cooldrinks,95,50,0,95
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,IceCream,65,90,0,65
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Puri,79,70,0,79
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Tea,188,20,0,188
2024-03-08,Friday,30.9,Rainy,Summer,None,0,0,Coffee,115,40,0,115
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Biryani,129,220,1,129
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Fried_Rice,94,180,1,94
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Noodles,93,160,1,93
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Paneer_Curry,74,200,1,74
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Chicken_Curry,113,240,1,113
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Soup,64,120,1,64
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Parotta,72,100,1,72
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Idli,125,60,1,125
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Dosa,124,80,1,124
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Samosa,158,30,1,158
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Cooldrinks,134,50,1,134
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,IceCream,86,90,1,86
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Puri,101,70,1,101
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Tea,267,20,1,267
2024-03-09,Saturday,20.7,Sunny,Monsoon,None,1,0,Coffee,204,40,1,204
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Biryani,136,220,0,136
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Fried_Rice,97,180,0,97
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Noodles,85,160,0,85
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Paneer_Curry,70,200,0,70
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Chicken_Curry,103,240,0,103
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Soup,52,120,0,52
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Parotta,67,100,0,67
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Idli,119,60,0,119
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Dosa,126,80,0,126
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Samosa,149,30,0,149
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Cooldrinks,130,50,0,130
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,IceCream,84,90,0,84
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Puri,98,70,0,98
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Tea,196,20,0,196
2024-03-10,Sunday,30.3,Sunny,Summer,None,1,0,Coffee,168,40,0,168
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Biryani,127,220,0,127
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Fried_Rice,96,180,0,96
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Noodles,69,160,0,69
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Paneer_Curry,55,200,0,55
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Chicken_Curry,89,240,0,89
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Soup,44,120,0,44
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Parotta,71,100,0,71
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Idli,102,60,0,102
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Dosa,93,80,0,93
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Samosa,162,30,0,162
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Cooldrinks,107,50,0,107
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,IceCream,64,90,0,64
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Puri,81,70,0,81
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Tea,177,20,0,177
2024-03-11,Monday,25.9,Rainy,Summer,None,0,0,Coffee,154,40,0,154
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Biryani,104,220,0,104
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Fried_Rice,87,180,0,87
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Noodles,54,160,0,54
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Paneer_Curry,50,200,0,50
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Chicken_Curry,77,240,0,77
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Soup,44,120,0,44
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Parotta,55,100,0,55
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Idli,87,60,0,87
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Dosa,95,80,0,95
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Samosa,113,30,0,113
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Cooldrinks,95,50,0,95
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,IceCream,63,90,0,63
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Puri,76,70,0,76
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Tea,181,20,0,181
2024-03-12,Tuesday,31.1,Sunny,Summer,None,0,0,Coffee,162,40,0,162
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Biryani,108,220,0,108
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Fried_Rice,70,180,0,70
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Noodles,58,160,0,58
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Paneer_Curry,50,200,0,50
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Chicken_Curry,82,240,0,82
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Soup,37,120,0,37
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Parotta,45,100,0,45
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Idli,102,60,0,102
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Dosa,87,80,0,87
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Samosa,111,30,0,111
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Cooldrinks,98,50,0,98
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,IceCream,67,90,0,67
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Puri,76,70,0,76
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Tea,165,20,0,165
2024-03-13,Wednesday,24.9,Sunny,Winter,None,0,0,Coffee,147,40,0,147
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Biryani,98,220,0,98
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Fried_Rice,72,180,0,72
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Noodles,66,160,0,66
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Paneer_Curry,51,200,0,51
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Chicken_Curry,75,240,0,75
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Soup,39,120,0,39
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Parotta,41,100,0,41
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Idli,85,60,0,85
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Dosa,87,80,0,87
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Samosa,100,30,0,100
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Cooldrinks,98,50,0,98
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,IceCream,75,90,0,75
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Puri,81,70,0,81
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Tea,176,20,0,176
2024-03-14,Thursday,33.5,Sunny,Monsoon,None,0,0,Coffee,145,40,0,145
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Biryani,120,220,1,120
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Fried_Rice,87,180,1,87
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Noodles,75,160,1,75
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Paneer_Curry,66,200,1,66
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Chicken_Curry,85,240,1,85
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Soup,45,120,1,45
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Parotta,59,100,1,59
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Idli,102,60,1,102
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Dosa,86,80,1,86
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Samosa,122,30,1,122
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Cooldrinks,110,50,1,110
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,IceCream,93,90,1,93
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Puri,94,70,1,94
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Tea,192,20,1,192
2024-03-15,Friday,32.0,Sunny,Winter,None,0,0,Coffee,167,40,1,167
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Biryani,131,220,0,131
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Fried_Rice,78,180,0,78
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Noodles,71,160,0,71
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Paneer_Curry,72,200,0,72
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Chicken_Curry,86,240,0,86
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Soup,25,120,0,25
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Parotta,61,100,0,61
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Idli,124,60,0,124
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Dosa,105,80,0,105
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Samosa,134,30,0,134
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Cooldrinks,155,50,0,155
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,IceCream,117,90,0,117
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Puri,108,70,0,108
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Tea,151,20,0,151
2024-03-16,Saturday,34.4,Sunny,Winter,Local_Event,1,0,Coffee,153,40,0,153
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Biryani,163,220,1,163
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Fried_Rice,95,180,1,95
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Noodles,88,160,1,88
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Paneer_Curry,75,200,1,75
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Chicken_Curry,109,240,1,109
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Soup,28,120,1,28
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Parotta,71,100,1,71
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Idli,175,60,1,175
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Dosa,133,80,1,133
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Samosa,159,30,1,159
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Cooldrinks,216,50,1,216
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,IceCream,173,90,1,173
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Puri,116,70,1,116
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Tea,138,20,1,138
2024-03-17,Sunday,35.3,Cloudy,Summer,None,1,0,Coffee,194,40,1,194
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Biryani,152,220,0,152
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Fried_Rice,110,180,0,110
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Noodles,89,160,0,89
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Paneer_Curry,77,200,0,77
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Chicken_Curry,117,240,0,117
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Soup,55,120,0,55
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Parotta,106,100,0,106
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Idli,170,60,0,170
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Dosa,143,80,0,143
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Samosa,221,30,0,221
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Cooldrinks,199,50,0,199
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,IceCream,145,90,0,145
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Puri,108,70,0,108
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Tea,264,20,0,264
2024-03-18,Monday,28.0,Rainy,Monsoon,Festival,0,1,Coffee,199,40,0,199
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Biryani,126,220,0,126
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Fried_Rice,89,180,0,89
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Noodles,80,160,0,80
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Paneer_Curry,62,200,0,62
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Chicken_Curry,84,240,0,84
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Soup,43,120,0,43
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Parotta,75,100,0,75
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Idli,126,60,0,126
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Dosa,97,80,0,97
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Samosa,158,30,0,158
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Cooldrinks,142,50,0,142
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,IceCream,96,90,0,96
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Puri,94,70,0,94
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Tea,210,20,0,210
2024-03-19,Tuesday,27.9,Cloudy,Winter,None,0,0,Coffee,161,40,0,161
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Biryani,121,220,0,121
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Fried_Rice,85,180,0,85
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Noodles,65,160,0,65
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Paneer_Curry,55,200,0,55
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Chicken_Curry,79,240,0,79
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Soup,36,120,0,36
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Parotta,60,100,0,60
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Idli,106,60,0,106
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Dosa,93,80,0,93
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Samosa,115,30,0,115
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Cooldrinks,107,50,0,107
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,IceCream,85,90,0,85
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Puri,82,70,0,82
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Tea,208,20,0,208
2024-03-20,Wednesday,24.8,Cloudy,Summer,None,0,0,Coffee,142,40,0,142
2024-03-21,Thursday,30.9,Sunny,Winter,None,0,0,Biryani,117,220,0,117
