date,day_of_week,temperature,weather,season,event,is_weekend,holiday,menu_item,historical_sales,price,promotion,predicted_sales,production,actual_sales,wastage
2024-04-13,Saturday,27.3,Sunny,Monsoon,None,1,0,Samosa,101,30,0,92,97,101,0
2024-04-13,Saturday,27.3,Sunny,Monsoon,None,1,0,Cooldrinks,108,50,0,110,124,108,16
2024-04-13,Saturday,27.3,Sunny,Monsoon,None,1,0,IceCream,82,90,0,86,98,82,16
2024-04-13,Saturday,27.3,Sunny,Monsoon,None,1,0,Puri,99,70,0,94,102,99,3
2024-04-13,Saturday,27.3,Sunny,Monsoon,None,1,0,Tea,162,20,0,175,200,162,38
2024-04-13,Saturday,27.3,Sunny,Monsoon,None,1,0,Coffee,159,40,0,164,185,159,26
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Biryani,134,220,0,138,145,134,11
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Fried_Rice,95,180,0,102,111,95,16
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Noodles,75,160,0,74,78,75,3
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Paneer_Curry,67,200,0,63,68,67,1
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Chicken_Curry,91,240,0,97,110,91,19
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Soup,45,120,0,42,44,45,0
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Parotta,48,100,0,51,57,48,9
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Idli,115,60,0,111,122,115,7
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Dosa,120,80,0,110,123,120,3
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Samosa,102,30,0,95,101,102,0
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Cooldrinks,115,50,0,104,115,115,0
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,IceCream,86,90,0,91,98,86,12
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Puri,94,70,0,91,100,94,6
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Tea,179,20,0,181,203,179,24
2024-04-14,Sunday,33.3,Sunny,Summer,None,1,0,Coffee,170,40,0,175,187,170,17
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Biryani,111,220,0,101,111,111,0
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Fried_Rice,71,180,0,72,77,71,6
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Noodles,61,160,0,64,67,61,6
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Paneer_Curry,62,200,0,64,70,62,8
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Chicken_Curry,85,240,0,92,99,85,14
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Soup,39,120,0,35,40,39,1
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Parotta,45,100,0,42,47,45,2
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Idli,98,60,0,100,105,98,7
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Dosa,104,80,0,103,108,104,4
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Samosa,94,30,0,98,105,94,11
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Cooldrinks,95,50,0,102,112,95,17
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,IceCream,82,90,0,81,92,82,10
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Puri,81,70,0,87,92,81,11
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Tea,167,20,0,158,179,167,12
2024-04-15,Monday,26.5,Sunny,Winter,None,0,0,Coffee,166,40,0,155,177,166,11
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Biryani,95,220,0,95,104,95,9
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Fried_Rice,75,180,0,75,82,75,7
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Noodles,53,160,0,48,52,53,0
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Paneer_Curry,63,200,0,67,74,63,11
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Chicken_Curry,77,240,0,70,75,77,0
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Soup,33,120,0,31,32,33,0
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Parotta,43,100,0,38,40,43,0
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Idli,95,60,0,95,101,95,6
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Dosa,84,80,0,82,88,84,4
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Samosa,111,30,0,104,110,111,0
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Cooldrinks,90,50,0,96,103,90,13
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,IceCream,78,90,0,82,89,78,11
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Puri,77,70,0,76,81,77,4
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Tea,166,20,0,152,166,166,0
2024-04-16,Tuesday,32.0,Sunny,Summer,None,0,0,Coffee,140,40,0,152,174,140,34
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Biryani,107,220,1,109,122,107,15
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Fried_Rice,92,180,1,83,90,92,0
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Noodles,65,160,1,66,70,65,5
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Paneer_Curry,64,200,1,65,70,64,6
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Chicken_Curry,96,240,1,97,102,96,6
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Soup,45,120,1,49,52,45,7
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Parotta,51,100,1,48,53,51,2
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Idli,129,60,1,119,136,129,7
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Dosa,103,80,1,112,119,103,16
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Samosa,118,30,1,112,126,118,8
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Cooldrinks,106,50,1,103,109,106,3
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,IceCream,79,90,1,73,83,79,4
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Puri,107,70,1,113,121,107,14
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Tea,200,20,1,217,238,200,38
2024-04-17,Wednesday,32.5,Sunny,Summer,None,0,0,Coffee,153,40,1,163,178,153,25
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Biryani,112,220,0,103,114,112,2
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Fried_Rice,84,180,0,81,88,84,4
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Noodles,65,160,0,70,79,65,14
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Paneer_Curry,52,200,0,56,59,52,7
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Chicken_Curry,89,240,0,91,95,89,6
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Soup,21,120,0,20,21,21,0
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Parotta,51,100,0,47,52,51,1
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Idli,114,60,0,117,126,114,12
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Dosa,86,80,0,77,86,86,0
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Samosa,108,30,0,106,116,108,8
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Cooldrinks,147,50,0,138,155,147,8
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,IceCream,101,90,0,108,116,101,15
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Puri,92,70,0,100,108,92,16
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Tea,146,20,0,144,152,146,6
2024-04-18,Thursday,34.1,Sunny,Winter,None,0,0,Coffee,131,40,0,133,147,131,16
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Biryani,107,220,0,117,128,107,21
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Fried_Rice,92,180,0,99,111,92,19
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Noodles,60,160,0,59,66,60,6
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Paneer_Curry,51,200,0,47,51,51,0
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Chicken_Curry,98,240,0,93,106,98,8
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Soup,31,120,0,31,34,31,3
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Parotta,47,100,0,47,49,47,2
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Idli,96,60,0,98,107,96,11
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Dosa,85,80,0,89,95,85,10
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Samosa,99,30,0,107,119,99,20
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Cooldrinks,102,50,0,100,110,102,8
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,IceCream,74,90,0,75,79,74,5
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Puri,90,70,0,98,104,90,14
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Tea,139,20,0,145,163,139,24
2024-04-19,Friday,27.4,Cloudy,Winter,None,0,0,Coffee,142,40,0,146,162,142,20
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Biryani,135,220,1,143,162,135,27
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Fried_Rice,105,180,1,98,111,105,6
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Noodles,86,160,1,83,88,86,2
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Paneer_Curry,65,200,1,61,70,65,5
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Chicken_Curry,126,240,1,135,147,126,21
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Soup,63,120,1,68,75,63,12
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Parotta,78,100,1,72,76,78,0
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Idli,132,60,1,132,139,132,7
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Dosa,119,80,1,109,121,119,2
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Samosa,161,30,1,151,170,161,9
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Cooldrinks,145,50,1,136,150,145,5
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,IceCream,83,90,1,90,96,83,13
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Puri,124,70,1,121,138,124,14
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Tea,253,20,1,240,268,253,15
2024-04-20,Saturday,25.3,Rainy,Monsoon,None,1,0,Coffee,220,40,1,198,208,220,0
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Biryani,143,220,0,130,145,143,2
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Fried_Rice,108,180,0,107,113,108,5
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Noodles,82,160,0,84,89,82,7
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Paneer_Curry,67,200,0,62,71,67,4
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Chicken_Curry,116,240,0,116,122,116,6
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Soup,81,120,0,85,96,81,15
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Parotta,92,100,0,100,110,92,18
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Idli,142,60,0,131,144,142,2
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Dosa,111,80,0,112,118,111,7
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Samosa,204,30,0,218,231,204,27
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Cooldrinks,126,50,0,115,123,126,0
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,IceCream,82,90,0,84,91,82,9
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Puri,112,70,0,118,126,112,14
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Tea,320,20,0,333,378,320,58
2024-04-21,Sunday,23.3,Rainy,Winter,None,1,0,Coffee,247,40,0,228,259,247,12
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Biryani,120,220,0,110,121,120,1
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Fried_Rice,89,180,0,89,96,89,7
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Noodles,70,160,0,74,81,70,11
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Paneer_Curry,52,200,0,55,62,52,10
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Chicken_Curry,67,240,0,65,70,67,3
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Soup,65,120,0,61,68,65,3
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Parotta,62,100,0,61,66,62,4
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Idli,111,60,0,120,129,111,18
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Dosa,92,80,0,85,93,92,1
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Samosa,149,30,0,150,162,149,13
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Cooldrinks,88,50,0,87,99,88,11
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,IceCream,66,90,0,62,67,66,1
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Puri,86,70,0,90,96,86,10
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Tea,257,20,0,248,274,257,17
2024-04-22,Monday,26.0,Sunny,Summer,None,0,0,Coffee,178,40,0,167,187,178,9
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Biryani,107,220,0,102,109,107,2
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Fried_Rice,67,180,0,61,64,67,0
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Noodles,66,160,0,67,75,66,9
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Paneer_Curry,51,200,0,47,53,51,2
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Chicken_Curry,72,240,0,71,77,72,5
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Soup,42,120,0,38,41,42,0
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Parotta,53,100,0,56,63,53,10
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Idli,114,60,0,105,116,114,2
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Dosa,93,80,0,96,102,93,9
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Samosa,118,30,0,113,125,118,7
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Cooldrinks,92,50,0,94,105,92,13
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,IceCream,57,90,0,62,69,57,12
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Puri,96,70,0,88,99,96,3
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Tea,212,20,0,198,222,212,10
2024-04-23,Tuesday,31.2,Sunny,Summer,None,0,0,Coffee,142,40,0,142,158,142,16
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Biryani,117,220,1,105,117,117,0
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Fried_Rice,73,180,1,73,81,73,8
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Noodles,75,160,1,72,78,75,3
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Paneer_Curry,58,200,1,54,61,58,3
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Chicken_Curry,79,240,1,71,80,79,1
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Soup,51,120,1,53,58,51,7
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Parotta,81,100,1,80,84,81,3
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Idli,110,60,1,99,107,110,0
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Dosa,102,80,1,93,100,102,0
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Samosa,167,30,1,159,179,167,12
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Cooldrinks,118,50,1,128,140,118,22
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,IceCream,84,90,1,87,99,84,15
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Puri,96,70,1,99,106,96,10
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Tea,290,20,1,293,308,290,18
2024-04-24,Wednesday,32.6,Rainy,Summer,None,0,0,Coffee,143,40,1,151,164,143,21
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Biryani,105,220,0,115,129,105,24
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Fried_Rice,79,180,0,85,93,79,14
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Noodles,57,160,0,53,57,57,0
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Paneer_Curry,56,200,0,57,64,56,8
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Chicken_Curry,83,240,0,89,101,83,18
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Soup,25,120,0,26,29,25,4
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Parotta,55,100,0,56,59,55,4
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Idli,107,60,0,98,107,107,0
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Dosa,99,80,0,92,99,99,0
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Samosa,127,30,0,128,142,127,15
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Cooldrinks,145,50,0,149,168,145,23
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,IceCream,106,90,0,113,120,106,14
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Puri,83,70,0,90,102,83,19
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Tea,191,20,0,175,189,191,0
2024-04-25,Thursday,35.1,Sunny,Monsoon,None,0,0,Coffee,139,40,0,142,154,139,15
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Biryani,113,220,0,120,132,113,19
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Fried_Rice,74,180,0,67,72,74,0
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Noodles,67,160,0,66,70,67,3
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Paneer_Curry,54,200,0,49,52,54,0
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Chicken_Curry,72,240,0,75,85,72,13
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Soup,17,120,0,17,19,17,2
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Parotta,54,100,0,52,54,54,0
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Idli,92,60,0,93,102,92,10
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Dosa,94,80,0,84,91,94,0
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Samosa,120,30,0,129,141,120,21
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Cooldrinks,167,50,0,174,188,167,21
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,IceCream,111,90,0,112,121,111,10
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Puri,76,70,0,69,77,76,1
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Tea,137,20,0,125,136,137,0
2024-04-26,Friday,38.8,Cloudy,Winter,None,0,0,Coffee,153,40,0,151,168,153,15
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Biryani,111,220,0,111,122,111,11
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Fried_Rice,88,180,0,82,87,88,0
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Noodles,69,160,0,68,73,69,4
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Paneer_Curry,64,200,0,65,73,64,9
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Chicken_Curry,77,240,0,75,79,77,2
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Soup,29,120,0,26,28,29,0
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Parotta,78,100,0,70,77,78,0
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Idli,91,60,0,99,110,91,19
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Dosa,120,80,0,109,119,120,0
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Samosa,158,30,0,156,172,158,14
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Cooldrinks,176,50,0,170,181,176,5
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,IceCream,158,90,0,163,176,158,18
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Puri,89,70,0,96,109,89,20
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Tea,185,20,0,202,230,185,45
2024-04-27,Saturday,34.6,Rainy,Winter,None,1,0,Coffee,157,40,0,160,176,157,19
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Biryani,138,220,1,135,150,138,12
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Fried_Rice,113,180,1,104,113,113,0
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Noodles,99,160,1,100,113,99,14
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Paneer_Curry,83,200,1,82,90,83,7
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Chicken_Curry,104,240,1,110,121,104,17
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Soup,28,120,1,28,29,28,1
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Parotta,83,100,1,81,87,83,4
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Idli,122,60,1,114,121,122,0
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Dosa,144,80,1,133,143,144,0
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Samosa,174,30,1,182,205,174,31
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Cooldrinks,257,50,1,245,278,257,21
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,IceCream,202,90,1,205,217,202,15
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Puri,106,70,1,110,119,106,13
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Tea,183,20,1,171,192,183,9
2024-04-28,Sunday,38.7,Cloudy,Winter,None,1,0,Coffee,205,40,1,194,213,205,8
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Biryani,109,220,0,109,117,109,8
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Fried_Rice,87,180,0,87,99,87,12
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Noodles,73,160,0,72,76,73,3
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Paneer_Curry,69,200,0,75,81,69,12
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Chicken_Curry,87,240,0,83,94,87,7
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Soup,34,120,0,33,34,34,0
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Parotta,54,100,0,52,55,54,1
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Idli,109,60,0,103,116,109,7
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Dosa,109,80,0,99,109,109,0
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Samosa,138,30,0,146,162,138,24
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Cooldrinks,171,50,0,187,209,171,38
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,IceCream,121,90,0,111,122,121,1
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Puri,94,70,0,86,95,94,1
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Tea,203,20,0,183,195,203,0
2024-04-29,Monday,30.8,Cloudy,Monsoon,None,0,0,Coffee,162,40,0,161,184,162,22
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Biryani,89,220,0,83,95,89,6
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Fried_Rice,74,180,0,66,70,74,0
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Noodles,61,160,0,64,68,61,7
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Paneer_Curry,58,200,0,52,55,58,0
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Chicken_Curry,74,240,0,78,87,74,13
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Soup,34,120,0,35,39,34,5
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Parotta,50,100,0,52,57,50,7
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Idli,106,60,0,110,126,106,20
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Dosa,91,80,0,84,90,91,0
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Samosa,121,30,0,113,119,121,0
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Cooldrinks,116,50,0,127,133,116,17
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,IceCream,86,90,0,91,100,86,14
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Puri,91,70,0,98,111,91,20
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Tea,191,20,0,205,224,191,33
2024-04-30,Tuesday,25.1,Cloudy,Winter,None,0,0,Coffee,134,40,0,136,145,134,11
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Biryani,84,220,0,88,99,84,15
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Fried_Rice,70,180,0,67,72,70,2
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Noodles,52,160,0,47,50,52,0
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Paneer_Curry,57,200,0,58,64,57,7
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Chicken_Curry,73,240,0,71,79,73,6
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Soup,37,120,0,34,37,37,0
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Parotta,46,100,0,44,49,46,3
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Idli,84,60,0,78,86,84,2
2024-05-01,Wednesday,29.8,Sunny,Monsoon,None,0,0,Dosa,103,80,0,112,126,103,23
